uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	highest_phase_with_known_outcome	genetic_insight	target_status
HRH4-D001172	0.413	3	HRH4-D001172	HRH4	D001172	Arthritis, Rheumatoid	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	gwas	unsupported target
HRH4-D001249	1	3	HRH4-D001249	HRH4	D001249	Asthma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	both	genetically supported target
HRH4-D001327	0.452	1	HRH4-D001327	HRH4	D001327	Autoimmune Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Preclinical	0.35	1	0	both	unsupported target
HRH4-D001650	0.218	1	HRH4-D001650	HRH4	D001650	Bile Duct Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233255	D004700	Endocrine System Diseases	OTG	NA	Sex hormone-binding globulin levels	https://genetics.opentargets.org/study/GCST90012109	2020	NA	NA	0.283727579932415	0.13	2	Preclinical	0.13	2	0	both	unsupported target
HRH4-D003231	0.227	1	HRH4-D003231	HRH4	D003231	Conjunctivitis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233255	D004700	Endocrine System Diseases	OTG	NA	Sex hormone-binding globulin levels	https://genetics.opentargets.org/study/GCST90012109	2020	NA	NA	0.283727579932415	0.13	2	Preclinical	0.13	2	0	both	unsupported target
HRH4-D003233	0.723	1	HRH4-D003233	HRH4	D003233	Conjunctivitis, Allergic	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Preclinical	0.35	1	NA	both	unsupported target
HRH4-D003550	0.633	1	HRH4-D003550	HRH4	D003550	Cystic Fibrosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Preclinical	0.35	1	0	both	unsupported target
HRH4-D003876	0.762	3	HRH4-D003876	HRH4	D003876	Dermatitis, Atopic	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	1	gwas	unsupported target
HRH4-D005128	0.295	3	HRH4-D005128	HRH4	D005128	Eye Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233255	D004700	Endocrine System Diseases	OTG	NA	Sex hormone-binding globulin levels	https://genetics.opentargets.org/study/GCST90012109	2020	NA	NA	0.283727579932415	0.13	2	Phase II	0.13	2	2	gwas	unsupported target
HRH4-D006255	0.785	3	HRH4-D006255	HRH4	D006255	Rhinitis, Allergic, Seasonal	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	gwas	unsupported target
HRH4-D006967	0.765	1	HRH4-D006967	HRH4	D006967	Hypersensitivity	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Preclinical	0.35	1	0	gwas	unsupported target
HRH4-D007154	0.496	1	HRH4-D007154	HRH4	D007154	Immune System Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Preclinical	0.35	1	0	gwas	unsupported target
HRH4-D007249	0.388	1	HRH4-D007249	HRH4	D007249	Inflammation	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233260	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.202597402597403	0.42	1	Preclinical	0.42	1	0	gwas	unsupported target
HRH4-D008268	0.334	1	HRH4-D008268	HRH4	D008268	Macular Degeneration	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	233273	D054222	Cobblestone Lissencephaly	OTG	NA	Cortical thickness	https://genetics.opentargets.org/study/GCST90091061	2021	NA	NA	0.206467985424258	0.39	1	Preclinical	0.39	1	NA	both	unsupported target
HRH4-D011565	0.231	3	HRH4-D011565	HRH4	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233255	D004700	Endocrine System Diseases	OTG	NA	Sex hormone-binding globulin levels	https://genetics.opentargets.org/study/GCST90012109	2020	NA	NA	0.283727579932415	0.13	2	Phase II	0.13	2	2	both	unsupported target
HRH4-D012120	0.616	3	HRH4-D012120	HRH4	D012120	Respiration Disorders	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	both	unsupported target
HRH4-D014549	0.459	3	HRH4-D014549	HRH4	D014549	Urinary Incontinence	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233260	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.202597402597403	0.42	1	Phase II	0.42	1	2	gwas	unsupported target
HRH4-D014581	0.777	3	HRH4-D014581	HRH4	D014581	Urticaria	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	1	both	unsupported target
HRH4-D015352	0.225	3	HRH4-D015352	HRH4	D015352	Dry Eye Syndromes	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233255	D004700	Endocrine System Diseases	OTG	NA	Sex hormone-binding globulin levels	https://genetics.opentargets.org/study/GCST90012109	2020	NA	NA	0.283727579932415	0.13	2	Phase II	0.13	2	2	both	unsupported target
HRH4-D029424	0.8	3	HRH4-D029424	HRH4	D029424	Pulmonary Disease, Chronic Obstructive	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	both	genetically supported target
HRH4-D053201	0.421	3	HRH4-D053201	HRH4	D053201	Urinary Bladder, Overactive	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233260	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.202597402597403	0.42	1	Phase II	0.42	1	2	gwas	unsupported target
HRH4-D065631	0.81	3	HRH4-D065631	HRH4	D065631	Rhinitis, Allergic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233243	D001249	Asthma	OTG	NA	Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018	NA	NA	0.191838588296354	0.35	1	Phase II	0.35	1	2	both	genetically supported target
HRNR-D009369	0.304	1	HRNR-D009369	HRNR	D009369	Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233343	D012140	Respiratory Tract Diseases	OTG	NA	Respiratory diseases	https://genetics.opentargets.org/study/GCST007076	2018	NA	NA	0.049137819266174	0.29	1	Preclinical	0.29	1	0	gwas	unsupported target
HSD11B1-D000544	0.255	3	HSD11B1-D000544	HSD11B1	D000544	Alzheimer Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase II	0.25	2	1	both	unsupported target
HSD11B1-D001172	0.26	1	HSD11B1-D001172	HSD11B1	D001172	Arthritis, Rheumatoid	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	gwas	unsupported target
HSD11B1-D001249	0.258	1	HSD11B1-D001249	HSD11B1	D001249	Asthma	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	both	unsupported target
HSD11B1-D003920	0.534	1	HSD11B1-D003920	HSD11B1	D003920	Diabetes Mellitus	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	unsupported target
HSD11B1-D003922	0.521	1	HSD11B1-D003922	HSD11B1	D003922	Diabetes Mellitus, Type 1	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
HSD11B1-D003924	0.515	3	HSD11B1-D003924	HSD11B1	D003924	Diabetes Mellitus, Type 2	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	both	unsupported target
HSD11B1-D003929	0.477	3	HSD11B1-D003929	HSD11B1	D003929	Diabetic Neuropathies	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	both	unsupported target
HSD11B1-D004827	0.269	1	HSD11B1-D004827	HSD11B1	D004827	Epilepsy	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	both	unsupported target
HSD11B1-D005600	0.428	3	HSD11B1-D005600	HSD11B1	D005600	Fragile X Syndrome	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase II	0.13	4	1	omim/tcga	unsupported target
HSD11B1-D005901	0.247	2	HSD11B1-D005901	HSD11B1	D005901	Glaucoma	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase I	0.25	2	0	both	unsupported target
HSD11B1-D006937	0.436	3	HSD11B1-D006937	HSD11B1	D006937	Hypercholesterolemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase II	0.13	4	2	both	unsupported target
HSD11B1-D006949	0.449	2	HSD11B1-D006949	HSD11B1	D006949	Hyperlipidemias	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase I	0.13	4	1	both	unsupported target
HSD11B1-D006973	0.271	3	HSD11B1-D006973	HSD11B1	D006973	Hypertension	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase II	0.25	2	2	both	unsupported target
HSD11B1-D007938	0.27	1	HSD11B1-D007938	HSD11B1	D007938	Leukemia	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	omim/tcga	unsupported target
HSD11B1-D008223	0.538	1	HSD11B1-D008223	HSD11B1	D008223	Lymphoma	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	gwas	unsupported target
HSD11B1-D008659	0.541	1	HSD11B1-D008659	HSD11B1	D008659	Metabolic Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Preclinical	0.13	4	0	both	unsupported target
HSD11B1-D009203	0.364	1	HSD11B1-D009203	HSD11B1	D009203	Myocardial Infarction	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Preclinical	0.13	4	0	gwas	unsupported target
HSD11B1-D009437	0.447	3	HSD11B1-D009437	HSD11B1	D009437	Neuralgia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase II	0.13	4	2	both	unsupported target
HSD11B1-D009765	1	3	HSD11B1-D009765	HSD11B1	D009765	Obesity	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase II	0.13	4	2	both	genetically supported target
HSD11B1-D010300	0.457	1	HSD11B1-D010300	HSD11B1	D010300	Parkinson Disease	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Preclinical	0.13	4	0	both	unsupported target
HSD11B1-D010518	0.699	1	HSD11B1-D010518	HSD11B1	D010518	Periodontitis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233709	D002971	Cleft Lip	OTG	NA	Orofacial clefts	https://genetics.opentargets.org/study/GCST011088	2020	NA	NA	0.0119341029964976	0.11	3	Preclinical	0.11	3	0	both	unsupported target
HSD11B1-D011565	0.241	3	HSD11B1-D011565	HSD11B1	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase II	0.25	2	2	both	unsupported target
HSD11B1-D012559	0.039	1	HSD11B1-D012559	HSD11B1	D012559	Schizophrenia	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	NA	both	unsupported target
HSD11B1-D013313	0.036	1	HSD11B1-D013313	HSD11B1	D013313	Stress Disorders, Post-Traumatic	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Preclinical	0.25	2	0	gwas	unsupported target
HSD11B1-D014657	0.265	2	HSD11B1-D014657	HSD11B1	D014657	Vasculitis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase I	0.25	2	1	both	unsupported target
HSD11B1-D024821	0.419	3	HSD11B1-D024821	HSD11B1	D024821	Metabolic Syndrome	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233716	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.143960036330609	0.13	4	Phase II	0.13	4	2	both	unsupported target
HSD11B1-D047748	0.464	3	HSD11B1-D047748	HSD11B1	D047748	Pituitary ACTH Hypersecretion	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	1	omim/tcga	unsupported target
HSD11B1-D048909	0.506	1	HSD11B1-D048909	HSD11B1	D048909	Diabetes Complications	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233736	D058489	46, XX Disorders of Sex Development	OMIM	NA	Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant	https://omim.org/entry/600713	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
HSD11B1-D050197	0.248	3	HSD11B1-D050197	HSD11B1	D050197	Atherosclerosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase II	0.25	2	2	both	unsupported target
HSD11B1-D065626	0.216	2	HSD11B1-D065626	HSD11B1	D065626	Non-alcoholic Fatty Liver Disease	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	233712	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.195435092724679	0.25	2	Phase I	0.25	2	1	both	unsupported target
HSD11B2-D001172	0.413	1	HSD11B2-D001172	HSD11B2	D001172	Arthritis, Rheumatoid	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233765	D001249	Asthma	OTG	NA	Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018	NA	NA	0.104515375632542	0.13	1	Preclinical	0.13	1	0	gwas	unsupported target
HSD11B2-D010518	0.219	1	HSD11B2-D010518	HSD11B2	D010518	Periodontitis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233765	D001249	Asthma	OTG	NA	Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018	NA	NA	0.104515375632542	0.13	1	Preclinical	0.13	1	0	both	unsupported target
HSD17B1-D001943	0.233	1	HSD17B1-D001943	HSD17B1	D001943	Breast Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Preclinical	0.14	2	0	both	unsupported target
HSD17B1-D004715	0.223	2	HSD17B1-D004715	HSD17B1	D004715	Endometriosis	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Phase I	0.14	2	0	gwas	unsupported target
HSD17B1-D007889	0.22	1	HSD17B1-D007889	HSD17B1	D007889	Leiomyoma	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Preclinical	0.14	2	0	gwas	unsupported target
HSD17B1-D008599	0.372	1	HSD17B1-D008599	HSD17B1	D008599	Menstruation Disturbances	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233793	D008218	Lymphocytosis	OTG	NA	Lymphocyte counts	https://genetics.opentargets.org/study/GCST90002316	2020	NA	NA	0.545005202913632	0.16	1	Preclinical	0.16	1	0	both	unsupported target
HSD17B1-D009369	0.297	1	HSD17B1-D009369	HSD17B1	D009369	Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Preclinical	0.14	2	0	gwas	unsupported target
HSD17B1-D011471	0.225	1	HSD17B1-D011471	HSD17B1	D011471	Prostatic Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Preclinical	0.14	2	0	both	unsupported target
HSD17B1-D016889	0.215	1	HSD17B1-D016889	HSD17B1	D016889	Endometrial Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	233792	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transpeptidase	https://genetics.opentargets.org/study/GCST90018954	2021	NA	NA	0.686271941315169	0.14	2	Preclinical	0.14	2	0	gwas	unsupported target
HSD17B13-D008107	1	1	HSD17B13-D008107	HSD17B13	D008107	Liver Diseases	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	234019	D008107	Liver Diseases	OTG	NA	Diseases of liver	https://genetics.opentargets.org/study/FINNGEN_R6_K11_LIVER	2022	NA	NA	0.254556181985053	0.6	1	Preclinical	0.6	1	NA	both	genetically supported target
HSD17B13-D065626	1	3	HSD17B13-D065626	HSD17B13	D065626	Non-alcoholic Fatty Liver Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	234040	D065626	Non-alcoholic Fatty Liver Disease	OTG	NA	Nonalcoholic fatty liver disease (imputed)	https://genetics.opentargets.org/study/GCST90094908	2021	NA	NA	0.260046820132657	0.72	1	Phase II	0.72	1	1	both	genetically supported target
HSD17B2-D010024	0.455	1	HSD17B2-D010024	HSD17B2	D010024	Osteoporosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	234057	D009765	Obesity	OTG	NA	Body mass index	https://genetics.opentargets.org/study/GCST007039	2018	NA	NA	0.730339269465748	0.11	3	Preclinical	0.11	3	0	both	unsupported target
HSD17B3-D001943	0.809	1	HSD17B3-D001943	HSD17B3	D001943	Breast Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	234072	D006177	Gynecomastia	OMIM	NA	Pseudohermaphroditism, male, with gynecomastia, 264300 (3), Autosomal recessive	https://omim.org/entry/605573	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	genetically supported target
HSD17B3-D011471	0.208	1	HSD17B3-D011471	HSD17B3	D011471	Prostatic Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	234064	D001249	Asthma	OTG	NA	Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018	NA	NA	0.172360046759319	0.27	2	Preclinical	0.27	2	0	both	unsupported target
HSD3B2-D009369	0.354	1	HSD3B2-D009369	HSD3B2	D009369	Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	234299	D010003	Osteoarthritis	OTG	NA	Arthrosis	https://genetics.opentargets.org/study/FINNGEN_R6_M13_ARTHROSIS	2022	NA	NA	0.0048587717025136	0.19	2	Preclinical	0.19	2	0	gwas	unsupported target
HSF1-D000690	0.623	1	HSF1-D000690	HSF1	D000690	Amyotrophic Lateral Sclerosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	234430	D009135	Muscular Diseases	OTG	NA	Disorders of muscle, ligament, and fascia	https://genetics.opentargets.org/study/SAIGE_728	2018	NA	NA	0.646320852834113	0.16	2	Preclinical	0.16	2	0	both	unsupported target
HSF1-D009369	0.294	2	HSF1-D009369	HSF1	D009369	Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	234419	D003920	Diabetes Mellitus	OTG	NA	Hemoglobin A1c levels	https://genetics.opentargets.org/study/GCST90018958	2021	NA	NA	0.363636363636364	0.11	2	Phase I	0.11	2	0	gwas	unsupported target
HSF1-D010051	0.581	2	HSF1-D010051	HSF1	D010051	Ovarian Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	234419	D003920	Diabetes Mellitus	OTG	NA	Hemoglobin A1c levels	https://genetics.opentargets.org/study/GCST90018958	2021	NA	NA	0.363636363636364	0.11	2	Phase I	0.11	2	0	gwas	unsupported target
